id,Classic,Deal,Flex,Saver
80258,0.100014846,0.356899442,0.013109547,0.529976165
80259,0.026269439,0.793274124,0.00396082,0.176495617
80260,0.034783618,0.710280428,0.004588042,0.250347912
80261,0.041562063,0.659686202,0.004911219,0.293840516
80262,0.051893845,0.732909887,0.005041974,0.210154294
80263,0.23797414,0.377520295,0.014751379,0.369754186
80264,0.275210945,0.432708302,0.037015946,0.255064807
80265,0.033393862,0.69573799,0.0046141,0.266254048
80266,0.102791819,0.413562191,0.008253575,0.475392415
80267,0.101347194,0.398098777,0.009218545,0.491335485
80268,0.148076929,0.649381235,0.024460001,0.178081836
80269,0.321968191,0.386690704,0.025296692,0.266044414
80270,0.030831666,0.739117535,0.005829079,0.224221719
80271,0.037127927,0.640206682,0.0049328,0.317732591
80272,0.035199028,0.762587321,0.004475526,0.197738126
80273,0.022797807,0.853131511,0.003501358,0.120569323
80274,0.027292864,0.790132988,0.004685234,0.177888914
80275,0.032493624,0.754048404,0.003947697,0.209510275
80276,0.032940798,0.710764813,0.004480938,0.251813451
80277,0.165921198,0.565852846,0.071218539,0.197007417
80278,0.096525252,0.424383157,0.004912939,0.474178653
80279,0.159320003,0.380705959,0.004853739,0.455120299
80280,0.031028737,0.754095602,0.00392647,0.210949192
80281,0.006719066,0.910113486,0.002272072,0.080895376
80282,0.034471978,0.694008147,0.004732139,0.266787736
80283,0.29137714,0.403409161,0.031396197,0.273817502
80284,0.215984611,0.569822434,0.056917759,0.157275197
80285,0.282641767,0.451534268,0.030533416,0.235290549
80286,0.295558664,0.405071397,0.032664914,0.266705025
80287,0.031078188,0.763886493,0.004073754,0.200961565
80288,0.029594645,0.78706197,0.003821136,0.179522249
80289,0.146328006,0.658779089,0.022738184,0.172154721
80290,0.021032863,0.736695248,0.003657384,0.238614505
80291,0.146275493,0.634598788,0.021763862,0.197361857
80292,0.022570133,0.853567263,0.003202684,0.12065992
80293,0.041562063,0.659686202,0.004911219,0.293840516
80294,0.026883527,0.76861815,0.004131574,0.200366749
80295,0.220953124,0.522079153,0.040788001,0.216179722
80296,0.058705375,0.467632923,0.006991942,0.466669761
80297,0.240358166,0.537754423,0.050855874,0.171031537
80298,0.273091967,0.403969679,0.055434812,0.267503542
80299,0.043319152,0.443558008,0.006523539,0.506599302
80300,0.263806804,0.41960681,0.064826744,0.251759642
80301,0.27494747,0.405574822,0.072366644,0.247111065
80302,0.037127927,0.640206682,0.0049328,0.317732591
80303,0.030079918,0.794923973,0.00383588,0.171160229
80304,0.02485713,0.824397944,0.003492824,0.147252102
80305,0.251787972,0.528581403,0.054545696,0.165084929
80306,0.028184167,0.874952892,0.003441909,0.093421032
80307,0.178722375,0.609140428,0.049836232,0.162300965
80308,0.13592091,0.672501469,0.020562166,0.171015455
80309,0.036640128,0.692080516,0.004703674,0.266575682
80310,0.031650551,0.71970717,0.004592628,0.244049651
80311,0.03709796,0.746098095,0.00464123,0.212162715
80312,0.239266851,0.487712045,0.023742404,0.249278699
80313,0.247307831,0.456058111,0.028394082,0.268239976
80314,0.027632703,0.584792292,0.004991954,0.382583051
80315,0.089825691,0.391461964,0.008356078,0.510356267
80316,0.035541587,0.755707481,0.00451487,0.204236062
80317,0.029068981,0.797901494,0.003749459,0.169280067
80318,0.024498153,0.836447486,0.003449967,0.135604393
80319,0.034830761,0.680132432,0.004712357,0.28032445
80320,0.099747054,0.412710782,0.008171817,0.479370348
80321,0.016607874,0.798519725,0.003242782,0.181629619
80322,0.027737912,0.822843075,0.003721414,0.1456976
80323,0.032542442,0.706617692,0.005228077,0.255611789
80324,0.044227419,0.652561159,0.004842747,0.298368676
80325,0.031297913,0.765061925,0.004039881,0.199600281
80326,0.080211937,0.314515444,0.008280209,0.59699241
80327,0.073214609,0.464850943,0.006933843,0.455000605
80328,0.036223191,0.757765793,0.005227906,0.20078311
80329,0.233751724,0.516146182,0.047301158,0.202800936
80330,0.151877249,0.530327389,0.109110573,0.208684789
80331,0.020564104,0.869287443,0.003153908,0.106994545
80332,0.024261607,0.835039255,0.003753374,0.136945765
80333,0.030188249,0.772823161,0.003940508,0.193048082
80334,0.17589745,0.575822832,0.085770514,0.162509204
80335,0.262608834,0.448705441,0.062791858,0.225893868
80336,0.05121825,0.433061591,0.00685489,0.508865268
80337,0.019714554,0.799210866,0.003341342,0.177733238
80338,0.015631358,0.888039043,0.002652991,0.093676608
80339,0.066524338,0.401154979,0.007485684,0.524834999
80340,0.178153265,0.551519539,0.062551938,0.207775258
80341,0.260555858,0.444435207,0.04027137,0.254737565
80342,0.257043081,0.441633624,0.039493178,0.261830117
80343,0.022199259,0.78326294,0.003431418,0.191106384
80344,0.132658461,0.651288161,0.018240065,0.197813313
80345,0.288727881,0.445617394,0.04829367,0.217361054
80346,0.302770583,0.491687583,0.013277268,0.192264565
80347,0.103463637,0.40818033,0.006804598,0.481551435
80348,0.143227829,0.657517267,0.019707747,0.179547157
80349,0.096525252,0.424383157,0.004912939,0.474178653
80350,0.066304492,0.691400152,0.005868665,0.236426691
80351,0.032636988,0.750941092,0.004310383,0.212111537
80352,0.105382041,0.347662464,0.009380576,0.537574918
80353,0.029293217,0.790491324,0.003995302,0.176220158
80354,0.100014846,0.356899442,0.013109547,0.529976165
80355,0.025691333,0.809895398,0.004242091,0.160171177
80356,0.031009414,0.791645328,0.00403867,0.173306588
80357,0.216244856,0.515942686,0.039571526,0.228240933
80358,0.012658114,0.861014835,0.002886799,0.123440252
80359,0.172828147,0.348201194,0.010936782,0.468033877
80360,0.017156964,0.842187306,0.003106517,0.137549213
80361,0.374021965,0.378200261,0.02479555,0.222982224
80362,0.177794972,0.520352238,0.086792805,0.215059985
80363,0.0601255,0.449286378,0.006900398,0.483687723
80364,0.008676329,0.909983499,0.002311332,0.079028839
80365,0.072444385,0.414630545,0.007584416,0.505340654
80366,0.354654151,0.418419816,0.027173679,0.199752354
80367,0.222537967,0.552152188,0.023952562,0.201357284
80368,0.123296733,0.39390872,0.008246075,0.474548471
80369,0.130377938,0.39027951,0.009149003,0.470193549
80370,0.139465921,0.656892784,0.025110532,0.178530763
80371,0.034466383,0.708363645,0.004409356,0.252760616
80372,0.033387261,0.757869296,0.004285503,0.204457939
80373,0.043640648,0.719875752,0.00529179,0.23119181
80374,0.032243353,0.757369252,0.004177684,0.206209711
80375,0.02282021,0.854277915,0.003503429,0.119398446
80376,0.026269439,0.793274124,0.00396082,0.176495617
80377,0.157997186,0.43435652,0.010744548,0.396901746
80378,0.289004388,0.410358804,0.038462388,0.26217442
80379,0.026881163,0.833013223,0.00353548,0.136570134
80380,0.087050446,0.438707201,0.007912086,0.466330266
80381,0.344537087,0.440262915,0.016487268,0.198712731
80382,0.136383589,0.615278356,0.016424768,0.231913287
80383,0.151132547,0.521647529,0.01226679,0.314953134
80384,0.14456753,0.661984003,0.018646827,0.174801639
80385,0.034306704,0.765374767,0.004363887,0.195954642
80386,0.030738427,0.7607465,0.005847167,0.202667906
80387,0.041562063,0.659686202,0.004911219,0.293840516
80388,0.031495195,0.672334164,0.004557043,0.291613598
80389,0.027367324,0.793808833,0.004601438,0.174222405
80390,0.03476404,0.75821117,0.004449076,0.202575714
80391,0.027289401,0.534091397,0.005442358,0.433176843
80392,0.033763236,0.65354663,0.004758034,0.3079321
80393,0.225461892,0.349241534,0.015710094,0.40958648
80394,0.229791062,0.531515472,0.048864057,0.18982941
80395,0.024261607,0.835039255,0.003753374,0.136945765
80396,0.295526056,0.4051595,0.040365786,0.258948658
80397,0.199512244,0.354761675,0.012193089,0.433532992
80398,0.032783196,0.757238244,0.004065964,0.205912596
80399,0.203679299,0.579099282,0.020265073,0.196956346
80400,0.029848847,0.764020518,0.004204368,0.201926267
80401,0.029947754,0.785746316,0.003875236,0.180430695
80402,0.032108351,0.751116265,0.00416314,0.212612243
80403,0.029839898,0.773653759,0.004464456,0.192041887
80404,0.02719969,0.800173207,0.003640045,0.168987058
80405,0.143307133,0.657534467,0.025192639,0.17396576
80406,0.027556613,0.832715797,0.004174014,0.135553576
80407,0.041099089,0.557148836,0.005663218,0.396088857
80408,0.10503576,0.377492535,0.01592696,0.501544745
80409,0.126417439,0.371053861,0.00974686,0.492781841
80410,0.100014846,0.356899442,0.013109547,0.529976165
80411,0.238145191,0.458358195,0.057119176,0.246377438
80412,0.260248194,0.422208668,0.066675718,0.25086742
80413,0.173333928,0.5748336,0.086183005,0.165649466
80414,0.192703829,0.559328833,0.08374643,0.164220908
80415,0.044731276,0.442635741,0.006743646,0.505889337
80416,0.148722865,0.657928903,0.021524578,0.171823654
80417,0.03092949,0.764341219,0.004005733,0.200723558
80418,0.042010081,0.567317785,0.005571359,0.385100775
80419,0.035947021,0.655296468,0.004657733,0.304098777
80420,0.183170043,0.389487925,0.01159006,0.415751971
80421,0.046456252,0.590677669,0.005341319,0.35752476
80422,0.027100146,0.825721953,0.004653081,0.14252482
80423,0.029525086,0.786409445,0.003842832,0.180222637
80424,0.032522409,0.731713266,0.004182943,0.231581382
80425,0.24057483,0.502478022,0.022122301,0.234824846
80426,0.037142439,0.756302471,0.004682938,0.201872151
80427,0.096259365,0.345876056,0.014771987,0.543092592
80428,0.029154555,0.784080791,0.003704443,0.18306021
80429,0.211976334,0.349423051,0.008591205,0.43000941
80430,0.084650217,0.411624777,0.007453963,0.496271042
80431,0.13592091,0.672501469,0.020562166,0.171015455
80432,0.030940828,0.774863934,0.003956972,0.190238266
80433,0.328687576,0.336445379,0.031300574,0.303566471
80434,0.031499474,0.785028628,0.003877711,0.179594187
80435,0.301252953,0.434189939,0.017939208,0.2466179
80436,0.2267511,0.493400453,0.044170835,0.235677613
80437,0.27203088,0.481385271,0.026148471,0.220435378
80438,0.03228949,0.790473141,0.00410437,0.173132998
80439,0.0381476,0.350115396,0.006612433,0.605124571
80440,0.031426262,0.512162603,0.005737775,0.45067336
80441,0.053366776,0.42615978,0.00659959,0.513873854
80442,0.172891943,0.464817652,0.13405186,0.228238546
80443,0.09272942,0.421311282,0.004929634,0.481029665
80444,0.011415771,0.867464666,0.002790672,0.118328892
80445,0.248569221,0.546583979,0.05222234,0.152624459
80446,0.006186945,0.923915438,0.00209545,0.067802166
80447,0.026996632,0.855784783,0.004150151,0.113068434
80448,0.029774362,0.741194202,0.004059983,0.224971454
80449,0.293780906,0.516175418,0.011972323,0.178071353
80450,0.14200127,0.574717631,0.015320006,0.267961093
80451,0.121449895,0.364441239,0.011136095,0.502972771
80452,0.042564512,0.724197535,0.005204657,0.228033296
80453,0.030623396,0.522927075,0.005614513,0.440835016
80454,0.031469133,0.696597019,0.004651735,0.267282112
80455,0.113722802,0.36358592,0.010211802,0.512479477
80456,0.106664142,0.3401744,0.015939774,0.537221683
80457,0.026563354,0.446759338,0.005784058,0.52089325
80458,0.029705199,0.780116277,0.003794434,0.18638409
80459,0.040196172,0.501266929,0.006864976,0.451671923
80460,0.216386885,0.3313039,0.010189653,0.442119561
80461,0.034791827,0.64621655,0.004831011,0.314160612
80462,0.107632422,0.394460393,0.008951247,0.488955937
80463,0.087050446,0.438707201,0.007912086,0.466330266
80464,0.289564676,0.391653846,0.04067006,0.278111418
80465,0.033289549,0.755972777,0.004273224,0.206464451
80466,0.087050446,0.438707201,0.007912086,0.466330266
80467,0.028982357,0.789786958,0.003868126,0.177362558
80468,0.031233834,0.749030609,0.004336758,0.215398798
80469,0.037212215,0.749171918,0.004062533,0.209553334
80470,0.211986114,0.587733049,0.033302421,0.166978416
80471,0.245750805,0.368640571,0.012107583,0.373501042
80472,0.188204241,0.381234753,0.010978407,0.419582599
80473,0.164424815,0.354879792,0.012824822,0.467870571
80474,0.234065009,0.549539083,0.041509967,0.174885942
80475,0.261380455,0.411854575,0.057250637,0.269514332
80476,0.164558007,0.513654017,0.115154359,0.206633617
80477,0.123296733,0.39390872,0.008246075,0.474548471
80478,0.108285871,0.3888033,0.008979698,0.493931131
80479,0.211986114,0.587733049,0.033302421,0.166978416
80480,0.30706021,0.402637774,0.043390353,0.246911664
80481,0.037440944,0.684187496,0.004426294,0.273945265
80482,0.043175351,0.566567387,0.005633639,0.384623623
80483,0.15886517,0.48689799,0.124356559,0.229880281
80484,0.151877249,0.530327389,0.109110573,0.208684789
80485,0.131136836,0.320706643,0.012271246,0.535885275
80486,0.300828052,0.381056085,0.060183498,0.257932366
80487,0.131136836,0.320706643,0.012271246,0.535885275
80488,0.016607874,0.798519725,0.003242782,0.181629619
80489,0.274449013,0.406281698,0.051563006,0.267706283
80490,0.200928314,0.569801328,0.027362653,0.201907704
80491,0.009894425,0.845795221,0.00266973,0.141640624
80492,0.016770205,0.817664279,0.003083678,0.162481837
80493,0.348281843,0.419594467,0.017970681,0.214153009
80494,0.191512464,0.549647961,0.043067399,0.215772176
80495,0.147660218,0.652819378,0.027959973,0.171560431
80496,0.023534703,0.586340052,0.004788735,0.38533651
80497,0.066932386,0.474480875,0.006886845,0.451699894
80498,0.026060978,0.827849376,0.004016174,0.142073472
80499,0.107377781,0.377184493,0.008558659,0.506879067
80500,0.039675944,0.741957128,0.004923274,0.213443653
80501,0.100014846,0.356899442,0.013109547,0.529976165
80502,0.030699283,0.760317214,0.00392082,0.205062683
80503,0.151877249,0.530327389,0.109110573,0.208684789
80504,0.252114513,0.503297799,0.048449262,0.196138426
80505,0.02485713,0.824397944,0.003492824,0.147252102
80506,0.238253946,0.564837502,0.039463514,0.157445038
80507,0.027970121,0.767029296,0.003859778,0.201140805
80508,0.023272193,0.713793051,0.00388898,0.259045776
80509,0.215862341,0.452520796,0.017404734,0.314212128
80510,0.269588833,0.462597716,0.021539826,0.246273624
80511,0.027726583,0.806919963,0.003854586,0.161498867
80512,0.035224683,0.730208167,0.004566099,0.230001051
80513,0.031372889,0.769589483,0.004057707,0.194979921
80514,0.032213345,0.754488449,0.00404358,0.209254625
80515,0.030809194,0.75196782,0.004133455,0.21308953
80516,0.035356436,0.750285772,0.004469638,0.209888154
80517,0.036835514,0.561343884,0.006686689,0.395133913
80518,0.207714674,0.369583725,0.014599035,0.408102566
80519,0.02873087,0.819598051,0.003740003,0.147931077
80520,0.026881896,0.835253904,0.00352915,0.13433505
80521,0.198237783,0.475740767,0.09778362,0.22823783
80522,0.279355889,0.457295405,0.033060554,0.230288153
80523,0.246191135,0.531181363,0.051962219,0.170665282
80524,0.028915079,0.804999514,0.004051473,0.162033934
80525,0.277870997,0.523227332,0.012441947,0.186459724
80526,0.319936352,0.438569229,0.021067579,0.22042684
80527,0.040152732,0.749712403,0.004121151,0.206013714
80528,0.295126526,0.43683625,0.026958449,0.241078775
80529,0.046467291,0.499663571,0.005929749,0.44793939
80530,0.028546943,0.770979666,0.004106795,0.196366597
80531,0.047654457,0.32204714,0.007036051,0.623262352
80532,0.246535771,0.448067349,0.026435393,0.278961487
80533,0.038093917,0.712204787,0.004492756,0.245208539
80534,0.095304137,0.369130499,0.009650858,0.525914506
80535,0.039423688,0.302473525,0.006910606,0.651192181
80536,0.260248194,0.422208668,0.066675718,0.25086742
80537,0.237645348,0.456644127,0.064776039,0.240934486
80538,0.031910866,0.751923445,0.004158599,0.212007091
80539,0.031426262,0.512162603,0.005737775,0.45067336
80540,0.220953124,0.522079153,0.040788001,0.216179722
80541,0.01439252,0.882633242,0.002773434,0.100200803
80542,0.129914891,0.399282297,0.010770241,0.460032572
80543,0.079416376,0.398089921,0.007802029,0.514691673
80544,0.244045865,0.561801159,0.046212235,0.147940742
80545,0.179725759,0.503352814,0.045228226,0.2716932
80546,0.030939015,0.841357718,0.003682606,0.124020662
80547,0.203765799,0.595631731,0.052437659,0.148164811
80548,0.030589682,0.708268988,0.004170063,0.256971267
80549,0.318318113,0.485975114,0.015933793,0.17977298
80550,0.321968191,0.386690704,0.025296692,0.266044414
80551,0.272285453,0.508668736,0.027269789,0.191776022
80552,0.031031063,0.764121262,0.003977829,0.200869845
80553,0.027292864,0.790132988,0.004685234,0.177888914
80554,0.031288608,0.695970065,0.004645536,0.26809579
80555,0.229290231,0.47899456,0.042199625,0.249515584
80556,0.028028141,0.822893659,0.003508515,0.145569685
80557,0.240200888,0.499762697,0.046462487,0.213573927
80558,0.084672974,0.344246887,0.01793006,0.55315008
80559,0.239107735,0.533215103,0.049400111,0.178277051
80560,0.031428209,0.763799077,0.004070556,0.200702157
80561,0.215984611,0.569822434,0.056917759,0.157275197
80562,0.143307133,0.657534467,0.025192639,0.17396576
80563,0.027629933,0.784777013,0.003745435,0.183847619
80564,0.097665926,0.433208787,0.004884126,0.464241161
80565,0.27203088,0.481385271,0.026148471,0.220435378
80566,0.101746934,0.385205843,0.008200882,0.504846341
80567,0.036155811,0.761925399,0.00458826,0.197330529
80568,0.211281201,0.556251221,0.033143133,0.199324445
80569,0.211039242,0.539978019,0.039912872,0.209069867
80570,0.012830859,0.879524907,0.002754992,0.104889243
80571,0.249742673,0.514874129,0.035766418,0.19961678
80572,0.229895519,0.57003612,0.035837175,0.164231186
80573,0.187333402,0.572286977,0.073730927,0.166648694
80574,0.24845362,0.373787434,0.010368061,0.367390885
80575,0.189177834,0.399670236,0.012271376,0.398880554
80576,0.260555858,0.444435207,0.04027137,0.254737565
80577,0.034137242,0.758699143,0.004351245,0.20281237
80578,0.032292265,0.77112215,0.004149743,0.192435841
80579,0.132658461,0.651288161,0.018240065,0.197813313
80580,0.141830356,0.640890039,0.027725171,0.189554435
80581,0.029525086,0.786409445,0.003842832,0.180222637
80582,0.030963505,0.77053186,0.004055425,0.19444921
80583,0.030460228,0.778567831,0.003837842,0.187134099
80584,0.032308601,0.787511884,0.003837968,0.176341547
80585,0.196848615,0.411182443,0.011748041,0.380220901
80586,0.216635609,0.485403071,0.033782951,0.264178369
80587,0.107071499,0.404838896,0.009805437,0.478284168
80588,0.216653543,0.48913797,0.033815542,0.260392946
80589,0.030383218,0.757264723,0.004126677,0.208225382
80590,0.051893845,0.732909887,0.005041974,0.210154294
80591,0.234174773,0.519904086,0.041246873,0.204674267
80592,0.100701117,0.368894486,0.009746253,0.520658144
80593,0.239875911,0.545198845,0.042097063,0.172828181
80594,0.043179154,0.496726535,0.006387564,0.453706747
80595,0.01419603,0.883285443,0.00275727,0.099761257
80596,0.18944148,0.322249199,0.017377143,0.470932178
80597,0.143123631,0.392612674,0.008169727,0.456093968
80598,0.233993838,0.528244469,0.048544641,0.189217052
80599,0.020501536,0.788694201,0.00344598,0.187358282
80600,0.03099991,0.775636728,0.003925793,0.189437569
80601,0.238537265,0.544764872,0.062261007,0.154436856
80602,0.194856432,0.578160041,0.079098738,0.147884789
80603,0.09451322,0.419972886,0.007624398,0.477889496
80604,0.259405545,0.568142492,0.026062044,0.146389919
80605,0.030584207,0.776441722,0.003986199,0.188987871
80606,0.032541678,0.644470942,0.004767014,0.318220366
80607,0.036179234,0.501544733,0.005586626,0.456689407
80608,0.25080002,0.386000546,0.014752243,0.34844719
80609,0.021032863,0.736695248,0.003657384,0.238614505
80610,0.111301716,0.364117574,0.009797644,0.514783066
80611,0.023588064,0.820564983,0.003735247,0.152111706
80612,0.04807998,0.489396198,0.006591054,0.455932768
80613,0.185719,0.454525845,0.145127687,0.214627469
80614,0.035169795,0.473267161,0.005908076,0.485654968
80615,0.254053507,0.344029021,0.010036791,0.391880682
80616,0.099747054,0.412710782,0.008171817,0.479370348
80617,0.027921215,0.788112304,0.003803444,0.180163037
80618,0.037065158,0.695758107,0.00454992,0.262626815
80619,0.324598552,0.444270391,0.018775362,0.212355695
80620,0.137199691,0.667836365,0.020041137,0.174922806
80621,0.238793787,0.505701106,0.022923899,0.232581208
80622,0.232058744,0.498961183,0.034934902,0.234045171
80623,0.112545029,0.340171136,0.014213656,0.533070179
80624,0.027233972,0.827782651,0.003592506,0.141390871
80625,0.277350574,0.453535896,0.039171736,0.229941794
80626,0.184914088,0.30410581,0.013857137,0.497122965
80627,0.172891943,0.464817652,0.13405186,0.228238546
80628,0.157777949,0.502055228,0.110517758,0.229649065
80629,0.238537265,0.544764872,0.062261007,0.154436856
80630,0.316377728,0.363645195,0.01863754,0.301339537
80631,0.257753459,0.422285288,0.041817506,0.278143747
80632,0.031035007,0.781808973,0.003920001,0.183236019
80633,0.237998222,0.381051515,0.016564128,0.364386135
80634,0.031538793,0.771025474,0.003968453,0.19346728
80635,0.132597408,0.393432031,0.00787879,0.466091771
80636,0.030529628,0.703262812,0.004205941,0.262001619
80637,0.100771334,0.3952868,0.00809963,0.495842237
80638,0.034204237,0.702598116,0.004273908,0.258923739
80639,0.066932386,0.474480875,0.006886845,0.451699894
80640,0.209675919,0.470167959,0.023580185,0.296575936
80641,0.030449063,0.775171929,0.00389331,0.190485697
80642,0.0273144,0.824421956,0.003812632,0.144451012
80643,0.226301114,0.480660995,0.033352501,0.25968539
80644,0.234629471,0.502964348,0.043053103,0.219353078
80645,0.036640128,0.692080516,0.004703674,0.266575682
80646,0.278846036,0.394103671,0.057675917,0.269374376
80647,0.141822234,0.658205464,0.020981852,0.17899045
80648,0.184914088,0.30410581,0.013857137,0.497122965
80649,0.249742673,0.514874129,0.035766418,0.19961678
80650,0.335196918,0.347188392,0.017043916,0.300570773
80651,0.221270186,0.41444631,0.013185424,0.35109808
80652,0.335196918,0.347188392,0.017043916,0.300570773
80653,0.230733374,0.502385341,0.020685665,0.24619562
80654,0.202368951,0.570579211,0.042175994,0.184875845
80655,0.226662742,0.480410664,0.03106839,0.261858204
80656,0.211281201,0.556251221,0.033143133,0.199324445
80657,0.033763236,0.65354663,0.004758034,0.3079321
80658,0.033221144,0.746477159,0.004312388,0.215989309
80659,0.02705542,0.82021824,0.003740946,0.148985394
80660,0.041099089,0.557148836,0.005663218,0.396088857
80661,0.134667334,0.638454636,0.034948994,0.191929036
80662,0.189481293,0.401125603,0.012202276,0.397190827
80663,0.211039242,0.539978019,0.039912872,0.209069867
80664,0.024261607,0.835039255,0.003753374,0.136945765
80665,0.274388015,0.447017244,0.043088034,0.235506708
80666,0.015461208,0.85623779,0.002840542,0.125460459
80667,0.007645565,0.897737275,0.002359211,0.092257949
80668,0.012869716,0.867756158,0.00281899,0.116555136
80669,0.027627011,0.809955921,0.005342113,0.157074954
80670,0.211281201,0.556251221,0.033143133,0.199324445
80671,0.038385186,0.694057043,0.004589838,0.262967933
80672,0.031701158,0.737352841,0.004766902,0.2261791
80673,0.120047689,0.387575956,0.008787317,0.483589037
80674,0.035585181,0.657813439,0.004661611,0.301939769
80675,0.028360105,0.776585917,0.004070983,0.190982995
80676,0.028041822,0.783239748,0.003741681,0.184976749
80677,0.033705206,0.756736721,0.004108597,0.205449475
80678,0.017156964,0.842187306,0.003106517,0.137549213
80679,0.026269439,0.793274124,0.00396082,0.176495617
80680,0.217826382,0.515277004,0.03175902,0.235137594
80681,0.035473118,0.760243163,0.00448611,0.199797608
80682,0.229791062,0.531515472,0.048864057,0.18982941
80683,0.344092161,0.399465277,0.018530126,0.237912437
80684,0.221359303,0.553481116,0.078335608,0.146823974
80685,0.018951619,0.780951849,0.003379408,0.196717125
80686,0.043578222,0.610796873,0.005046019,0.340578886
80687,0.125029998,0.403108261,0.011143719,0.460718021
80688,0.150365976,0.650776028,0.025044934,0.173813062
80689,0.295126526,0.43683625,0.026958449,0.241078775
80690,0.029731813,0.763798741,0.004859535,0.201609912
80691,0.130263479,0.353929661,0.012827216,0.502979644
80692,0.288099943,0.490493106,0.026804971,0.19460198
80693,0.022741588,0.61911827,0.004444762,0.35369538
80694,0.214889315,0.516094262,0.047089365,0.221927057
80695,0.213863832,0.496604962,0.050923769,0.238607437
80696,0.017156964,0.842187306,0.003106517,0.137549213
80697,0.237324115,0.550238454,0.036345648,0.176091784
80698,0.274388015,0.447017244,0.043088034,0.235506708
80699,0.229791062,0.531515472,0.048864057,0.18982941
80700,0.263806804,0.41960681,0.064826744,0.251759642
80701,0.022570133,0.853567263,0.003202684,0.12065992
80702,0.030861014,0.773893045,0.003966695,0.191279246
80703,0.215862341,0.452520796,0.017404734,0.314212128
80704,0.277870997,0.523227332,0.012441947,0.186459724
80705,0.142365219,0.622326816,0.018614439,0.216693526
80706,0.107570525,0.382305091,0.008088708,0.502035676
80707,0.032678591,0.750913857,0.004309297,0.212098255
80708,0.030575784,0.775735125,0.003956891,0.1897322
80709,0.032678461,0.733300851,0.004303191,0.229717497
80710,0.031840467,0.783520562,0.003853426,0.180785545
80711,0.096656028,0.387256036,0.007981925,0.508106011
80712,0.074710793,0.387134255,0.007675373,0.530479578
80713,0.074710793,0.387134255,0.007675373,0.530479578
80714,0.124762886,0.404140179,0.010709135,0.460387799
80715,0.275210945,0.432708302,0.037015946,0.255064807
80716,0.297331597,0.344620386,0.027234546,0.330813471
80717,0.035685243,0.757554308,0.004511525,0.202248924
80718,0.029901507,0.776683094,0.004057056,0.189358343
80719,0.031217891,0.758983058,0.004065689,0.205733362
80720,0.009092966,0.896634678,0.002416637,0.091855719
80721,0.033619398,0.692736888,0.004645604,0.26899811
80722,0.236955648,0.564136422,0.046385179,0.152522752
80723,0.226662742,0.480410664,0.03106839,0.261858204
80724,0.185125702,0.525569824,0.053826351,0.235478123
80725,0.150663321,0.63857468,0.018638575,0.192123424
80726,0.10629074,0.420903407,0.008431127,0.464374726
80727,0.030080365,0.767865224,0.004393605,0.197660805
80728,0.031940216,0.768484556,0.004115033,0.195460196
80729,0.031840467,0.783520562,0.003853426,0.180785545
80730,0.04875551,0.649725425,0.005570072,0.295948992
80731,0.209414626,0.528016732,0.039960316,0.222608326
80732,0.229791062,0.531515472,0.048864057,0.18982941
80733,0.04725076,0.44226686,0.00671974,0.50376264
80734,0.019933674,0.831370382,0.003154299,0.145541645
80735,0.351927101,0.327760768,0.019466327,0.300845804
80736,0.026264921,0.802250042,0.003474659,0.168010378
80737,0.223998303,0.423329842,0.022165779,0.330506076
80738,0.148076929,0.649381235,0.024460001,0.178081836
80739,0.276720698,0.498343779,0.021489676,0.203445847
80740,0.031562386,0.773880737,0.003906216,0.190650661
80741,0.273091967,0.403969679,0.055434812,0.267503542
80742,0.02944427,0.793815006,0.003793124,0.1729476
80743,0.200928314,0.569801328,0.027362653,0.201907704
80744,0.02712,0.834378792,0.003775606,0.134725602
80745,0.010625164,0.843191126,0.002801111,0.143382599
80746,0.245548369,0.555307889,0.041259227,0.157884515
80747,0.027323215,0.820327055,0.004542843,0.147806886
80748,0.181547848,0.520695426,0.047845022,0.249911704
80749,0.217905071,0.477281121,0.01719428,0.287619528
80750,0.033421912,0.760369083,0.004264014,0.201944991
80751,0.034770289,0.747561058,0.004417803,0.213250851
80752,0.259054347,0.562745488,0.019075384,0.159124781
80753,0.278555948,0.541891629,0.022349303,0.15720312
80754,0.144482947,0.647636182,0.021455384,0.186425487
80755,0.148076929,0.649381235,0.024460001,0.178081836
80756,0.033658551,0.770465695,0.003998163,0.191877592
80757,0.027367324,0.793808833,0.004601438,0.174222405
80758,0.022570133,0.853567263,0.003202684,0.12065992
80759,0.023980055,0.846442406,0.004078626,0.125498912
80760,0.033087188,0.732681104,0.004335286,0.229896421
80761,0.030870372,0.756184087,0.004539902,0.208405639
80762,0.031165034,0.784085806,0.003923447,0.180825713
80763,0.079416376,0.398089921,0.007802029,0.514691673
80764,0.244069326,0.516407715,0.035431016,0.204091943
80765,0.030859325,0.766922937,0.004110215,0.198107523
80766,0.123053423,0.388564453,0.007526068,0.480856056
80767,0.150365976,0.650776028,0.025044934,0.173813062
80768,0.147486607,0.655704427,0.022899668,0.173909298
80769,0.146328006,0.658779089,0.022738184,0.172154721
80770,0.027363554,0.456825664,0.005562927,0.510247855
80771,0.027720598,0.800227383,0.003616683,0.168435337
80772,0.262718346,0.480651657,0.020125953,0.236504043
80773,0.040493017,0.737505298,0.004999174,0.217002511
80774,0.031758672,0.767383733,0.004099884,0.196757711
