,id,Classic,Deal,Flex,Saver
6477,80308,0.2,0.0,0.8,0.0
6478,80309,0.0,1.0,0.0,0.0
6479,80310,0.0,0.6,0.0,0.4
6480,80311,0.0,1.0,0.0,0.0
6481,80312,1.0,0.0,0.0,0.0
6482,80313,1.0,0.0,0.0,0.0
6483,80314,0.0,0.2,0.0,0.8
6484,80315,0.4,0.0,0.0,0.6
6485,80316,0.0,1.0,0.0,0.0
6486,80317,0.0,1.0,0.0,0.0
6487,80318,0.0,0.0,0.0,1.0
6488,80319,0.2,0.4,0.0,0.4
6489,80320,0.2,0.0,0.0,0.8
6490,80321,0.0,0.0,0.0,1.0
6491,80322,0.0,0.8,0.0,0.2
6492,80323,0.0,0.8,0.0,0.2
6493,80324,0.0,1.0,0.0,0.0
6494,80325,0.0,0.6,0.0,0.4
6495,80326,0.0,0.0,0.0,1.0
6496,80327,0.0,0.6,0.0,0.4
6497,80328,0.0,1.0,0.0,0.0
6498,80329,0.4,0.0,0.6,0.0
6499,80330,0.0,0.0,1.0,0.0
6500,80331,0.0,1.0,0.0,0.0
6501,80332,0.0,1.0,0.0,0.0
6502,80333,0.0,1.0,0.0,0.0
6503,80334,0.0,0.0,1.0,0.0
6504,80335,1.0,0.0,0.0,0.0
6505,80336,0.0,0.0,0.0,1.0
6506,80337,0.0,0.2,0.0,0.8
6507,80338,0.0,0.8,0.0,0.2
6508,80339,0.0,0.0,0.0,1.0
6509,80340,0.6,0.2,0.2,0.0
6510,80341,1.0,0.0,0.0,0.0
6511,80342,1.0,0.0,0.0,0.0
6512,80343,0.0,1.0,0.0,0.0
6513,80344,1.0,0.0,0.0,0.0
6514,80345,1.0,0.0,0.0,0.0
6515,80346,1.0,0.0,0.0,0.0
6516,80347,0.0,0.0,0.0,1.0
6517,80348,0.4,0.4,0.2,0.0
6518,80349,0.0,0.4,0.0,0.6
6519,80350,0.0,0.8,0.0,0.2
6520,80351,0.0,1.0,0.0,0.0
6521,80352,0.0,0.6,0.0,0.4
6522,80353,0.0,1.0,0.0,0.0
6523,80354,0.0,0.0,0.0,1.0
6524,80355,0.0,1.0,0.0,0.0
6525,80356,0.0,1.0,0.0,0.0
6526,80357,1.0,0.0,0.0,0.0
6527,80358,0.0,0.6,0.0,0.4
6528,80359,0.4,0.0,0.0,0.6
6529,80360,0.0,0.8,0.0,0.2
6530,80361,0.8,0.0,0.0,0.2
6531,80362,0.0,0.0,1.0,0.0
6532,80363,0.2,0.0,0.0,0.8
6533,80364,0.0,0.8,0.0,0.2
6534,80365,0.0,0.0,0.0,1.0
6535,80366,1.0,0.0,0.0,0.0
6536,80367,1.0,0.0,0.0,0.0
6537,80368,0.0,0.0,0.0,1.0
6538,80369,0.0,0.0,0.0,1.0
6539,80370,0.2,0.0,0.8,0.0
6540,80371,0.0,0.4,0.0,0.6
6541,80372,0.0,1.0,0.0,0.0
6542,80373,0.0,1.0,0.0,0.0
6543,80374,0.0,1.0,0.0,0.0
6544,80375,0.0,0.6,0.0,0.4
6545,80376,0.0,0.8,0.0,0.2
6546,80377,1.0,0.0,0.0,0.0
6547,80378,1.0,0.0,0.0,0.0
6548,80379,0.0,0.8,0.0,0.2
6549,80380,0.0,0.0,0.0,1.0
6550,80381,1.0,0.0,0.0,0.0
6551,80382,1.0,0.0,0.0,0.0
6552,80383,1.0,0.0,0.0,0.0
6553,80384,1.0,0.0,0.0,0.0
6554,80385,0.0,1.0,0.0,0.0
6555,80386,0.0,1.0,0.0,0.0
6556,80387,0.2,0.4,0.0,0.4
6557,80388,0.0,0.4,0.0,0.6
6558,80389,0.0,1.0,0.0,0.0
6559,80390,0.0,1.0,0.0,0.0
6560,80391,0.0,0.4,0.0,0.6
6561,80392,0.0,0.8,0.0,0.2
6562,80393,1.0,0.0,0.0,0.0
6563,80394,0.4,0.0,0.6,0.0
6564,80395,0.0,1.0,0.0,0.0
6565,80396,0.8,0.2,0.0,0.0
6566,80397,0.6,0.0,0.0,0.4
6567,80398,0.2,0.6,0.0,0.2
6568,80399,0.8,0.2,0.0,0.0
6569,80400,0.0,1.0,0.0,0.0
6570,80401,0.0,1.0,0.0,0.0
6571,80402,0.0,0.6,0.0,0.4
6572,80403,0.0,0.8,0.0,0.2
6573,80404,0.0,1.0,0.0,0.0
6574,80405,0.0,0.0,1.0,0.0
6575,80406,0.0,1.0,0.0,0.0
6576,80407,0.2,0.2,0.0,0.6
6577,80408,0.0,0.0,0.0,1.0
6578,80409,0.0,0.0,0.0,1.0
6579,80410,0.4,0.0,0.0,0.6
6580,80411,0.8,0.0,0.2,0.0
6581,80412,0.6,0.0,0.4,0.0
6582,80413,0.0,0.2,0.8,0.0
6583,80414,0.2,0.0,0.8,0.0
6584,80415,0.0,0.0,0.0,1.0
6585,80416,0.8,0.0,0.2,0.0
6586,80417,0.0,1.0,0.0,0.0
6587,80418,0.0,0.4,0.0,0.6
6588,80419,0.0,0.6,0.0,0.4
6589,80420,0.8,0.0,0.0,0.2
6590,80421,0.2,0.2,0.0,0.6
6591,80422,0.0,1.0,0.0,0.0
6592,80423,0.0,1.0,0.0,0.0
6593,80424,0.0,1.0,0.0,0.0
6594,80425,1.0,0.0,0.0,0.0
6595,80426,0.0,1.0,0.0,0.0
6596,80427,0.0,0.0,0.0,1.0
6597,80428,0.0,1.0,0.0,0.0
6598,80429,0.6,0.0,0.0,0.4
6599,80430,0.4,0.0,0.0,0.6
6600,80431,0.2,0.0,0.8,0.0
6601,80432,0.0,1.0,0.0,0.0
6602,80433,1.0,0.0,0.0,0.0
6603,80434,0.0,1.0,0.0,0.0
6604,80435,1.0,0.0,0.0,0.0
6605,80436,0.0,0.0,1.0,0.0
6606,80437,1.0,0.0,0.0,0.0
6607,80438,0.0,1.0,0.0,0.0
6608,80439,0.0,0.2,0.0,0.8
6609,80440,0.0,0.2,0.0,0.8
6610,80441,0.2,0.2,0.0,0.6
6611,80442,0.0,0.0,1.0,0.0
6612,80443,0.2,0.4,0.0,0.4
6613,80444,0.0,0.8,0.0,0.2
6614,80445,0.0,0.0,1.0,0.0
6615,80446,0.0,0.8,0.0,0.2
6616,80447,0.0,1.0,0.0,0.0
6617,80448,0.0,0.8,0.0,0.2
6618,80449,1.0,0.0,0.0,0.0
6619,80450,0.6,0.0,0.4,0.0
6620,80451,0.8,0.0,0.0,0.2
6621,80452,0.0,1.0,0.0,0.0
6622,80453,0.0,0.4,0.0,0.6
6623,80454,0.0,1.0,0.0,0.0
6624,80455,0.6,0.0,0.0,0.4
6625,80456,0.0,0.0,0.0,1.0
6626,80457,0.0,0.0,0.0,1.0
6627,80458,0.0,1.0,0.0,0.0
6628,80459,0.0,0.2,0.0,0.8
6629,80460,0.2,0.0,0.0,0.8
6630,80461,0.0,0.4,0.0,0.6
6631,80462,0.0,0.0,0.0,1.0
6632,80463,0.2,0.0,0.0,0.8
6633,80464,0.8,0.0,0.2,0.0
6634,80465,0.0,1.0,0.0,0.0
6635,80466,0.2,0.0,0.0,0.8
6636,80467,0.0,0.8,0.0,0.2
6637,80468,0.0,0.6,0.0,0.4
6638,80469,0.0,0.6,0.0,0.4
6639,80470,1.0,0.0,0.0,0.0
6640,80471,0.4,0.0,0.0,0.6
6641,80472,0.8,0.0,0.0,0.2
6642,80473,0.6,0.0,0.0,0.4
6643,80474,1.0,0.0,0.0,0.0
6644,80475,0.0,0.0,1.0,0.0
6645,80476,0.0,0.0,1.0,0.0
6646,80477,0.2,0.0,0.0,0.8
6647,80478,0.0,0.2,0.0,0.8
6648,80479,1.0,0.0,0.0,0.0
6649,80480,0.6,0.0,0.4,0.0
6650,80481,0.4,0.0,0.0,0.6
6651,80482,0.0,0.4,0.0,0.6
6652,80483,0.0,0.0,1.0,0.0
6653,80484,0.0,0.0,1.0,0.0
6654,80485,0.4,0.0,0.0,0.6
6655,80486,1.0,0.0,0.0,0.0
6656,80487,0.4,0.0,0.0,0.6
6657,80488,0.0,0.0,0.0,1.0
6658,80489,0.8,0.0,0.2,0.0
6659,80490,0.8,0.0,0.0,0.2
6660,80491,0.0,0.0,0.0,1.0
6661,80492,0.0,0.2,0.0,0.8
6662,80493,0.8,0.0,0.0,0.2
6663,80494,1.0,0.0,0.0,0.0
6664,80495,0.4,0.0,0.6,0.0
6665,80496,0.0,0.2,0.0,0.8
6666,80497,0.0,0.6,0.0,0.4
6667,80498,0.0,1.0,0.0,0.0
6668,80499,0.0,0.0,0.0,1.0
6669,80500,0.0,1.0,0.0,0.0
6670,80501,0.4,0.0,0.0,0.6
6671,80502,0.0,1.0,0.0,0.0
6672,80503,0.0,0.0,1.0,0.0
6673,80504,1.0,0.0,0.0,0.0
6674,80505,0.0,1.0,0.0,0.0
6675,80506,1.0,0.0,0.0,0.0
6676,80507,0.0,0.6,0.0,0.4
6677,80508,0.0,0.2,0.0,0.8
6678,80509,0.8,0.2,0.0,0.0
6679,80510,1.0,0.0,0.0,0.0
6680,80511,0.0,1.0,0.0,0.0
6681,80512,0.0,0.8,0.0,0.2
6682,80513,0.0,1.0,0.0,0.0
6683,80514,0.2,0.4,0.0,0.4
6684,80515,0.0,0.8,0.0,0.2
6685,80516,0.0,1.0,0.0,0.0
6686,80517,0.0,0.0,0.0,1.0
6687,80518,1.0,0.0,0.0,0.0
6688,80519,0.0,1.0,0.0,0.0
6689,80520,0.0,0.8,0.0,0.2
6690,80521,0.0,0.0,1.0,0.0
6691,80522,1.0,0.0,0.0,0.0
6692,80523,1.0,0.0,0.0,0.0
6693,80524,0.0,1.0,0.0,0.0
6694,80525,0.8,0.2,0.0,0.0
6695,80526,1.0,0.0,0.0,0.0
6696,80527,0.0,0.4,0.0,0.6
6697,80528,1.0,0.0,0.0,0.0
6698,80529,0.0,0.2,0.0,0.8
6699,80530,0.0,1.0,0.0,0.0
6700,80531,0.0,0.0,0.0,1.0
6701,80532,1.0,0.0,0.0,0.0
6702,80533,0.0,1.0,0.0,0.0
6703,80534,0.0,0.0,0.0,1.0
6704,80535,0.0,0.0,0.0,1.0
6705,80536,1.0,0.0,0.0,0.0
6706,80537,1.0,0.0,0.0,0.0
6707,80538,0.0,1.0,0.0,0.0
6708,80539,0.4,0.6,0.0,0.0
6709,80540,1.0,0.0,0.0,0.0
6710,80541,0.0,1.0,0.0,0.0
6711,80542,0.2,0.0,0.2,0.6
6712,80543,0.0,0.0,0.0,1.0
6713,80544,0.2,0.0,0.8,0.0
6714,80545,0.8,0.0,0.2,0.0
6715,80546,0.0,1.0,0.0,0.0
6716,80547,0.6,0.0,0.4,0.0
6717,80548,0.0,0.8,0.0,0.2
6718,80549,1.0,0.0,0.0,0.0
6719,80550,1.0,0.0,0.0,0.0
6720,80551,0.8,0.2,0.0,0.0
6721,80552,0.2,0.0,0.0,0.8
6722,80553,0.0,1.0,0.0,0.0
6723,80554,0.0,1.0,0.0,0.0
6724,80555,1.0,0.0,0.0,0.0
6725,80556,0.0,1.0,0.0,0.0
6726,80557,1.0,0.0,0.0,0.0
6727,80558,0.2,0.0,0.0,0.8
6728,80559,1.0,0.0,0.0,0.0
6729,80560,0.0,1.0,0.0,0.0
6730,80561,0.0,0.2,0.8,0.0
6731,80562,0.0,0.0,1.0,0.0
6732,80563,0.0,0.8,0.0,0.2
6733,80564,0.0,0.4,0.0,0.6
6734,80565,1.0,0.0,0.0,0.0
6735,80566,0.0,0.0,0.0,1.0
6736,80567,0.0,1.0,0.0,0.0
6737,80568,0.8,0.0,0.0,0.2
6738,80569,1.0,0.0,0.0,0.0
6739,80570,0.0,1.0,0.0,0.0
6740,80571,1.0,0.0,0.0,0.0
6741,80572,1.0,0.0,0.0,0.0
6742,80573,0.2,0.0,0.8,0.0
6743,80574,0.8,0.0,0.0,0.2
6744,80575,0.6,0.0,0.2,0.2
6745,80576,1.0,0.0,0.0,0.0
6746,80577,0.0,0.8,0.0,0.2
6747,80578,0.0,1.0,0.0,0.0
6748,80579,1.0,0.0,0.0,0.0
6749,80580,0.0,0.0,1.0,0.0
6750,80581,0.0,1.0,0.0,0.0
6751,80582,0.0,1.0,0.0,0.0
6752,80583,0.0,1.0,0.0,0.0
6753,80584,0.0,1.0,0.0,0.0
6754,80585,0.6,0.2,0.0,0.2
6755,80586,1.0,0.0,0.0,0.0
6756,80587,0.4,0.0,0.0,0.6
6757,80588,0.6,0.0,0.4,0.0
6758,80589,0.0,1.0,0.0,0.0
6759,80590,0.0,0.6,0.0,0.4
6760,80591,1.0,0.0,0.0,0.0
6761,80592,0.2,0.2,0.0,0.6
6762,80593,1.0,0.0,0.0,0.0
6763,80594,0.0,0.2,0.0,0.8
6764,80595,0.0,1.0,0.0,0.0
6765,80596,0.8,0.0,0.0,0.2
6766,80597,0.4,0.0,0.0,0.6
6767,80598,0.6,0.0,0.4,0.0
6768,80599,0.0,0.0,0.0,1.0
6769,80600,0.0,1.0,0.0,0.0
6770,80601,0.6,0.0,0.4,0.0
6771,80602,0.4,0.0,0.6,0.0
6772,80603,0.2,0.0,0.0,0.8
6773,80604,0.6,0.0,0.4,0.0
6774,80605,0.0,1.0,0.0,0.0
6775,80606,0.0,0.2,0.0,0.8
6776,80607,0.2,0.2,0.0,0.6
6777,80608,0.2,0.0,0.0,0.8
6778,80609,0.0,0.8,0.0,0.2
6779,80610,0.2,0.0,0.0,0.8
6780,80611,0.0,1.0,0.0,0.0
6781,80612,0.0,0.2,0.0,0.8
6782,80613,0.0,0.0,1.0,0.0
6783,80614,0.0,0.0,0.0,1.0
6784,80615,0.4,0.0,0.0,0.6
6785,80616,0.0,0.0,0.0,1.0
6786,80617,0.0,0.6,0.0,0.4
6787,80618,0.0,0.8,0.0,0.2
6788,80619,1.0,0.0,0.0,0.0
6789,80620,0.6,0.4,0.0,0.0
6790,80621,0.8,0.2,0.0,0.0
6791,80622,1.0,0.0,0.0,0.0
6792,80623,0.4,0.0,0.0,0.6
6793,80624,0.0,0.8,0.0,0.2
6794,80625,1.0,0.0,0.0,0.0
6795,80626,0.8,0.0,0.0,0.2
6796,80627,0.0,0.0,1.0,0.0
6797,80628,0.0,0.0,1.0,0.0
6798,80629,0.6,0.0,0.4,0.0
6799,80630,0.6,0.0,0.0,0.4
6800,80631,0.8,0.0,0.0,0.2
6801,80632,0.0,1.0,0.0,0.0
6802,80633,1.0,0.0,0.0,0.0
6803,80634,0.0,0.6,0.0,0.4
6804,80635,0.0,0.0,0.0,1.0
6805,80636,0.2,0.6,0.0,0.2
6806,80637,0.0,0.0,0.0,1.0
6807,80638,0.4,0.0,0.0,0.6
6808,80639,0.0,0.6,0.0,0.4
6809,80640,0.8,0.0,0.2,0.0
6810,80641,0.0,0.8,0.0,0.2
6811,80642,0.0,1.0,0.0,0.0
6812,80643,0.8,0.0,0.0,0.2
6813,80644,1.0,0.0,0.0,0.0
6814,80645,0.0,1.0,0.0,0.0
6815,80646,0.6,0.0,0.2,0.2
6816,80647,0.8,0.0,0.2,0.0
6817,80648,0.8,0.0,0.0,0.2
6818,80649,1.0,0.0,0.0,0.0
6819,80650,0.8,0.0,0.0,0.2
6820,80651,1.0,0.0,0.0,0.0
6821,80652,0.8,0.0,0.0,0.2
6822,80653,1.0,0.0,0.0,0.0
6823,80654,0.4,0.0,0.6,0.0
6824,80655,0.8,0.0,0.2,0.0
6825,80656,1.0,0.0,0.0,0.0
6826,80657,0.0,0.8,0.0,0.2
6827,80658,0.0,1.0,0.0,0.0
6828,80659,0.0,0.8,0.0,0.2
6829,80660,0.2,0.2,0.0,0.6
6830,80661,0.0,0.0,1.0,0.0
6831,80662,1.0,0.0,0.0,0.0
6832,80663,0.8,0.0,0.2,0.0
6833,80664,0.0,1.0,0.0,0.0
6834,80665,1.0,0.0,0.0,0.0
6835,80666,0.4,0.0,0.0,0.6
6836,80667,0.0,0.8,0.0,0.2
6837,80668,0.0,1.0,0.0,0.0
6838,80669,0.0,0.8,0.0,0.2
6839,80670,1.0,0.0,0.0,0.0
6840,80671,0.0,0.6,0.0,0.4
6841,80672,0.0,1.0,0.0,0.0
6842,80673,0.0,0.0,0.0,1.0
6843,80674,0.0,0.6,0.0,0.4
6844,80675,0.0,1.0,0.0,0.0
6845,80676,0.0,0.8,0.0,0.2
6846,80677,0.2,0.0,0.0,0.8
6847,80678,0.0,0.8,0.0,0.2
6848,80679,0.0,0.8,0.0,0.2
6849,80680,1.0,0.0,0.0,0.0
6850,80681,0.0,1.0,0.0,0.0
6851,80682,1.0,0.0,0.0,0.0
6852,80683,0.8,0.0,0.2,0.0
6853,80684,0.4,0.0,0.6,0.0
6854,80685,0.0,1.0,0.0,0.0
6855,80686,0.0,0.4,0.0,0.6
6856,80687,0.0,0.2,0.0,0.8
6857,80688,0.2,0.0,0.8,0.0
6858,80689,0.8,0.2,0.0,0.0
6859,80690,0.0,1.0,0.0,0.0
6860,80691,0.0,0.0,0.0,1.0
6861,80692,1.0,0.0,0.0,0.0
6862,80693,0.0,1.0,0.0,0.0
6863,80694,0.2,0.0,0.8,0.0
6864,80695,1.0,0.0,0.0,0.0
6865,80696,0.0,0.8,0.0,0.2
6866,80697,1.0,0.0,0.0,0.0
6867,80698,1.0,0.0,0.0,0.0
6868,80699,1.0,0.0,0.0,0.0
6869,80700,1.0,0.0,0.0,0.0
6870,80701,0.0,1.0,0.0,0.0
6871,80702,0.0,0.8,0.0,0.2
6872,80703,0.8,0.2,0.0,0.0
6873,80704,0.8,0.2,0.0,0.0
6874,80705,1.0,0.0,0.0,0.0
6875,80706,0.6,0.0,0.0,0.4
6876,80707,0.0,1.0,0.0,0.0
6877,80708,0.0,1.0,0.0,0.0
6878,80709,0.0,1.0,0.0,0.0
6879,80710,0.0,0.8,0.0,0.2
6880,80711,0.6,0.0,0.0,0.4
6881,80712,0.2,0.0,0.0,0.8
6882,80713,0.2,0.0,0.0,0.8
6883,80714,0.2,0.0,0.0,0.8
6884,80715,1.0,0.0,0.0,0.0
6885,80716,1.0,0.0,0.0,0.0
6886,80717,0.0,1.0,0.0,0.0
6887,80718,0.0,1.0,0.0,0.0
6888,80719,0.0,0.8,0.0,0.2
6889,80720,0.0,1.0,0.0,0.0
6890,80721,0.0,0.8,0.0,0.2
6891,80722,0.6,0.4,0.0,0.0
6892,80723,0.8,0.2,0.0,0.0
6893,80724,0.0,0.0,1.0,0.0
6894,80725,1.0,0.0,0.0,0.0
6895,80726,0.0,0.0,0.0,1.0
6896,80727,0.0,0.8,0.0,0.2
6897,80728,0.0,1.0,0.0,0.0
6898,80729,0.0,0.8,0.0,0.2
6899,80730,0.0,0.6,0.0,0.4
6900,80731,1.0,0.0,0.0,0.0
6901,80732,0.8,0.0,0.2,0.0
6902,80733,0.0,0.2,0.0,0.8
6903,80734,0.2,0.2,0.0,0.6
6904,80735,0.8,0.0,0.0,0.2
6905,80736,0.4,0.0,0.0,0.6
6906,80737,1.0,0.0,0.0,0.0
6907,80738,0.4,0.2,0.4,0.0
6908,80739,1.0,0.0,0.0,0.0
6909,80740,0.0,1.0,0.0,0.0
6910,80741,0.8,0.2,0.0,0.0
6911,80742,0.0,1.0,0.0,0.0
6912,80743,0.8,0.0,0.0,0.2
6913,80744,0.0,1.0,0.0,0.0
6914,80745,0.0,0.4,0.0,0.6
6915,80746,1.0,0.0,0.0,0.0
6916,80747,0.0,1.0,0.0,0.0
6917,80748,0.0,0.0,1.0,0.0
6918,80749,0.4,0.0,0.0,0.6
6919,80750,0.0,1.0,0.0,0.0
6920,80751,0.0,1.0,0.0,0.0
6921,80752,0.6,0.4,0.0,0.0
6922,80753,0.6,0.2,0.2,0.0
6923,80754,0.6,0.0,0.4,0.0
6924,80755,0.4,0.2,0.4,0.0
6925,80756,0.0,0.8,0.0,0.2
6926,80757,0.0,1.0,0.0,0.0
6927,80758,0.0,1.0,0.0,0.0
6928,80759,0.0,1.0,0.0,0.0
6929,80760,0.0,0.8,0.0,0.2
6930,80761,0.0,1.0,0.0,0.0
6931,80762,0.0,0.2,0.0,0.8
6932,80763,0.0,0.0,0.0,1.0
6933,80764,1.0,0.0,0.0,0.0
6934,80765,0.0,1.0,0.0,0.0
6935,80766,0.0,0.0,0.0,1.0
6936,80767,0.2,0.0,0.8,0.0
6937,80768,0.0,0.0,1.0,0.0
6938,80769,0.6,0.2,0.2,0.0
6939,80770,0.2,0.0,0.0,0.8
6940,80771,0.0,1.0,0.0,0.0
6941,80772,0.8,0.0,0.0,0.2
6942,80773,0.0,1.0,0.0,0.0
6943,80774,0.0,1.0,0.0,0.0
6944,80775,0.2,0.0,0.8,0.0
6945,80776,0.0,0.6,0.0,0.4
6946,80777,0.0,1.0,0.0,0.0
6947,80778,0.0,0.8,0.2,0.0
6948,80779,0.4,0.0,0.0,0.6
6949,80780,0.2,0.0,0.2,0.6
6950,80781,1.0,0.0,0.0,0.0
6951,80782,1.0,0.0,0.0,0.0
6952,80783,1.0,0.0,0.0,0.0
6953,80784,0.0,1.0,0.0,0.0
6954,80785,0.8,0.0,0.0,0.2
6955,80786,0.0,1.0,0.0,0.0
6956,80787,0.0,1.0,0.0,0.0
6957,80788,0.0,1.0,0.0,0.0
6958,80789,0.4,0.0,0.0,0.6
6959,80790,0.8,0.2,0.0,0.0
6960,80791,0.0,1.0,0.0,0.0
6961,80792,0.0,1.0,0.0,0.0
6962,80793,0.0,0.0,1.0,0.0
6963,80794,0.0,0.8,0.0,0.2
6964,80795,1.0,0.0,0.0,0.0
6965,80796,0.0,1.0,0.0,0.0
6966,80797,0.0,1.0,0.0,0.0
6967,80798,0.0,0.4,0.0,0.6
6968,80799,0.0,0.8,0.0,0.2
6969,80800,0.0,1.0,0.0,0.0
6970,80801,0.0,0.0,1.0,0.0
6971,80802,0.0,0.6,0.0,0.4
6972,80803,0.8,0.0,0.2,0.0
6973,80804,0.0,1.0,0.0,0.0
6974,80805,0.0,0.0,0.0,1.0
6975,80806,0.0,0.8,0.0,0.2
6976,80807,0.0,1.0,0.0,0.0
6977,80808,0.0,0.4,0.0,0.6
6978,80809,0.0,0.2,0.0,0.8
6979,80810,0.0,0.6,0.0,0.4
6980,80811,0.0,0.6,0.0,0.4
6981,80812,1.0,0.0,0.0,0.0
6982,80813,0.0,0.4,0.0,0.6
6983,80814,0.0,1.0,0.0,0.0
6984,80815,0.0,1.0,0.0,0.0
6985,80816,0.0,1.0,0.0,0.0
6986,80817,0.0,1.0,0.0,0.0
6987,80818,0.0,0.0,1.0,0.0
6988,80819,0.2,0.0,0.0,0.8
6989,80820,0.4,0.0,0.0,0.6
6990,80821,0.0,1.0,0.0,0.0
6991,80822,1.0,0.0,0.0,0.0
6992,80823,0.8,0.0,0.2,0.0
6993,80824,1.0,0.0,0.0,0.0
6994,80825,1.0,0.0,0.0,0.0
6995,80826,0.0,0.6,0.0,0.4
6996,80827,0.8,0.0,0.2,0.0
6997,80828,0.0,0.0,0.0,1.0
6998,80829,0.0,0.8,0.0,0.2
6999,80830,0.0,0.8,0.0,0.2
7000,80831,1.0,0.0,0.0,0.0
7001,80832,0.0,1.0,0.0,0.0
7002,80833,0.0,0.8,0.0,0.2
7003,80834,0.0,0.2,0.0,0.8
7004,80835,0.0,0.0,0.0,1.0
7005,80836,0.0,1.0,0.0,0.0
7006,80837,0.8,0.2,0.0,0.0
7007,80838,0.0,1.0,0.0,0.0
7008,80839,0.0,0.0,0.0,1.0
7009,80840,0.0,0.0,0.0,1.0
7010,80841,0.0,0.0,0.0,1.0
7011,80842,0.0,1.0,0.0,0.0
7012,80843,0.0,1.0,0.0,0.0
7013,80844,0.0,1.0,0.0,0.0
7014,80845,0.0,1.0,0.0,0.0
7015,80846,1.0,0.0,0.0,0.0
7016,80847,0.0,1.0,0.0,0.0
7017,80848,0.0,0.8,0.0,0.2
7018,80849,0.0,0.8,0.0,0.2
7019,80850,0.0,0.0,0.0,1.0
7020,80851,0.8,0.0,0.2,0.0
7021,80852,0.2,0.0,0.0,0.8
7022,80853,0.0,1.0,0.0,0.0
7023,80854,0.0,1.0,0.0,0.0
7024,80855,1.0,0.0,0.0,0.0
7025,80856,0.0,0.0,0.0,1.0
7026,80857,0.8,0.2,0.0,0.0
7027,80858,0.0,0.4,0.0,0.6
7028,80859,0.0,1.0,0.0,0.0
7029,80860,0.2,0.4,0.0,0.4
7030,80861,0.0,1.0,0.0,0.0
7031,80862,0.0,1.0,0.0,0.0
7032,80863,0.0,0.0,0.0,1.0
7033,80864,0.0,1.0,0.0,0.0
7034,80865,0.2,0.0,0.0,0.8
7035,80866,1.0,0.0,0.0,0.0
7036,80867,0.8,0.0,0.2,0.0
7037,80868,0.0,1.0,0.0,0.0
7038,80869,1.0,0.0,0.0,0.0
7039,80870,0.6,0.4,0.0,0.0
7040,80871,0.0,1.0,0.0,0.0
7041,80872,0.2,0.0,0.6,0.2
7042,80873,0.2,0.0,0.0,0.8
7043,80874,0.0,0.0,1.0,0.0
7044,80875,1.0,0.0,0.0,0.0
7045,80876,0.6,0.0,0.4,0.0
7046,80877,0.0,1.0,0.0,0.0
7047,80878,0.0,1.0,0.0,0.0
7048,80879,0.0,1.0,0.0,0.0
7049,80880,0.8,0.0,0.2,0.0
7050,80881,0.0,0.2,0.0,0.8
7051,80882,0.0,0.0,0.0,1.0
7052,80883,1.0,0.0,0.0,0.0
7053,80884,0.0,0.0,0.0,1.0
7054,80885,0.6,0.0,0.4,0.0
7055,80886,0.8,0.2,0.0,0.0
7056,80887,0.6,0.4,0.0,0.0
7057,80888,0.8,0.2,0.0,0.0
7058,80889,1.0,0.0,0.0,0.0
7059,80890,0.0,0.8,0.0,0.2
7060,80891,0.2,0.0,0.0,0.8
7061,80892,0.0,0.6,0.0,0.4
7062,80893,0.0,1.0,0.0,0.0
7063,80894,1.0,0.0,0.0,0.0
7064,80895,0.0,0.6,0.0,0.4
7065,80896,0.4,0.0,0.4,0.2
7066,80897,1.0,0.0,0.0,0.0
7067,80898,0.0,0.0,0.0,1.0
7068,80899,0.0,0.0,0.0,1.0
7069,80900,0.4,0.0,0.2,0.4
7070,80901,0.0,1.0,0.0,0.0
7071,80902,0.8,0.2,0.0,0.0
7072,80903,0.0,0.8,0.0,0.2
7073,80904,0.0,1.0,0.0,0.0
7074,80905,0.2,0.0,0.0,0.8
7075,80906,0.0,0.0,0.0,1.0
7076,80907,0.0,0.0,0.0,1.0
7077,80908,1.0,0.0,0.0,0.0
7078,80909,0.0,0.0,0.0,1.0
7079,80910,1.0,0.0,0.0,0.0
7080,80911,0.0,1.0,0.0,0.0
7081,80912,0.0,0.8,0.0,0.2
7082,80913,0.0,1.0,0.0,0.0
7083,80914,0.0,0.2,0.0,0.8
7084,80915,0.2,0.4,0.0,0.4
7085,80916,1.0,0.0,0.0,0.0
7086,80917,1.0,0.0,0.0,0.0
7087,80918,0.8,0.0,0.0,0.2
7088,80919,0.0,1.0,0.0,0.0
7089,80920,0.0,1.0,0.0,0.0
7090,80921,0.2,0.0,0.0,0.8
7091,80922,1.0,0.0,0.0,0.0
7092,80923,0.8,0.0,0.2,0.0
7093,80924,0.0,1.0,0.0,0.0
7094,80925,0.0,1.0,0.0,0.0
7095,80926,0.0,1.0,0.0,0.0
7096,80927,0.0,0.4,0.0,0.6
7097,80928,0.0,1.0,0.0,0.0
7098,80929,0.0,1.0,0.0,0.0
7099,80930,0.0,1.0,0.0,0.0
7100,80931,0.0,1.0,0.0,0.0
7101,80932,0.8,0.0,0.2,0.0
7102,80933,0.0,0.8,0.0,0.2
7103,80934,0.2,0.0,0.0,0.8
7104,80935,0.0,0.8,0.0,0.2
7105,80936,0.0,0.4,0.0,0.6
7106,80937,0.2,0.0,0.8,0.0
7107,80938,0.2,0.0,0.0,0.8
7108,80939,1.0,0.0,0.0,0.0
7109,80940,0.0,1.0,0.0,0.0
7110,80941,0.0,1.0,0.0,0.0
7111,80942,0.0,1.0,0.0,0.0
