id,booking_date,origin,destination,dep_date,dep_time,pax,fare_choice
9207,20170503,MAA,DEL,20170603,1820,1,Deal
9208,20170603,DEL,BOM,20170603,1615,1,Classic
9209,20170601,DEL,BLR,20170603,750,1,Classic
9210,20170526,BLR,BOM,20170603,2035,1,Saver
9211,20170526,CCU,BOM,20170603,925,5,Classic
9212,20170526,BLR,BOM,20170603,1815,1,Classic
9213,20170602,DEL,BOM,20170603,1615,1,Flex
9214,20170513,BOM,BLR,20170603,1455,1,Deal
9215,20170426,BOM,CCU,20170603,610,4,Deal
9216,20170509,BOM,CCU,20170603,2035,1,Deal
9217,20170530,DEL,BOM,20170603,1135,2,Classic
9218,20170510,BOM,DEL,20170603,1800,1,Deal
9219,20170531,BOM,DEL,20170603,1800,1,Classic
9220,20170525,HYD,BOM,20170603,1830,1,Saver
9221,20170511,DEL,MAA,20170603,650,1,Saver
9222,20170601,BOM,CCU,20170603,1750,1,Classic
9223,20170503,MAA,BOM,20170603,1335,1,Deal
9224,20170512,BLR,DEL,20170603,555,1,Deal
9225,20170527,DEL,BLR,20170603,1625,1,Classic
9226,20170325,BLR,BOM,20170603,1120,2,Deal
9227,20170503,HYD,BOM,20170603,1505,2,Deal
9228,20170517,BOM,BLR,20170603,1550,2,Saver
9229,20170510,BOM,DEL,20170603,300,1,Saver
9230,20170420,CCU,BOM,20170603,1145,1,Deal
9231,20170420,BOM,DEL,20170603,1300,2,Deal
9232,20170601,MAA,BOM,20170603,545,2,Saver
9233,20170601,CCU,BOM,20170603,1145,1,Flex
9234,20170601,CCU,BOM,20170603,925,1,Classic
9235,20170602,BOM,MAA,20170603,1805,1,Classic
9236,20170415,HYD,BOM,20170603,1505,1,Saver
9237,20170527,BOM,MAA,20170603,1525,1,Classic
9238,20170603,CCU,BOM,20170603,1850,1,Flex
9239,20170214,DEL,BLR,20170603,1150,3,Deal
9240,20170320,DEL,BOM,20170603,705,1,Saver
9241,20170207,MAA,BOM,20170603,545,1,Deal
9242,20170527,MAA,BOM,20170603,700,1,Classic
9243,20170603,MAA,BOM,20170603,1920,1,Classic
9244,20170603,CCU,BOM,20170603,2120,3,Flex
9245,20170603,BLR,BOM,20170603,1815,2,Classic
9246,20170529,HYD,BOM,20170603,2130,1,Classic
9247,20170509,BOM,DEL,20170603,1800,2,Deal
9248,20170530,DEL,CCU,20170603,730,2,Classic
9249,20170205,BOM,DEL,20170603,1700,2,Deal
9250,20170504,MAA,BOM,20170603,1335,1,Deal
9251,20170528,MAA,BOM,20170603,810,1,Classic
9252,20170508,BOM,CCU,20170603,610,1,Deal
9253,20170530,CCU,BOM,20170603,1405,1,Classic
9254,20170530,BLR,DEL,20170603,1510,1,Classic
9255,20170523,BOM,BLR,20170603,1330,1,Saver
9256,20170531,DEL,BOM,20170603,705,2,Classic
9257,20170531,BLR,BOM,20170603,2150,1,Classic
9258,20170427,CCU,BOM,20170603,145,1,Deal
9259,20170601,MAA,DEL,20170603,1340,1,Flex
9260,20170601,BOM,DEL,20170603,1700,1,Saver
9261,20170601,HYD,BOM,20170603,1940,1,Classic
9262,20170518,BOM,MAA,20170603,305,1,Saver
9263,20170602,CCU,BOM,20170603,2120,1,Classic
9264,20170512,BOM,CCU,20170603,2035,1,Deal
9265,20170602,DEL,BOM,20170603,1500,1,Classic
9266,20170602,BLR,BOM,20170603,2035,2,Classic
9267,20170603,BOM,BLR,20170603,1330,1,Classic
9268,20170603,MAA,DEL,20170603,1930,4,Deal
9269,20170513,BOM,BLR,20170603,1550,1,Saver
9270,20170531,CCU,BOM,20170603,925,2,Classic
9271,20170525,BLR,BOM,20170603,1120,1,Saver
9272,20170601,MAA,DEL,20170603,630,1,Classic
9273,20170508,BOM,MAA,20170603,1915,1,Saver
9274,20170515,BOM,MAA,20170603,2040,1,Saver
9275,20170221,BOM,BLR,20170603,1455,6,Deal
9276,20170603,DEL,MAA,20170603,1355,1,Classic
9277,20170508,BOM,CCU,20170603,610,1,Deal
9278,20170515,BOM,BLR,20170603,1800,1,Deal
9279,20170530,BOM,DEL,20170603,1630,1,Saver
9280,20170516,BLR,BOM,20170603,1120,1,Saver
9281,20170530,MAA,DEL,20170603,1930,1,Classic
9282,20170531,MAA,DEL,20170603,1820,1,Flex
9283,20170510,BOM,DEL,20170603,730,1,Deal
9284,20170511,DEL,CCU,20170603,730,1,Deal
9285,20170601,CCU,BOM,20170603,1610,1,Classic
9286,20170525,BOM,DEL,20170603,1630,1,Saver
9287,20170331,DEL,BOM,20170603,1500,2,Saver
9288,20170602,DEL,BOM,20170603,1240,2,Classic
9289,20170512,BOM,CCU,20170603,1750,2,Deal
9290,20170602,BOM,DEL,20170603,830,1,Classic
9291,20170603,BOM,CCU,20170603,1750,1,Classic
9292,20170603,CCU,BOM,20170603,2120,1,Saver
9293,20170513,BOM,DEL,20170603,2055,3,Deal
9294,20170509,GOI,BOM,20170603,1430,2,Deal
9295,20170509,CCU,BOM,20170603,2120,2,Saver
9296,20170514,MAA,BOM,20170603,545,1,Deal
9297,20170514,BLR,BOM,20170603,1615,4,Saver
9298,20170514,BOM,BLR,20170603,1455,1,Saver
9299,20170503,DEL,CCU,20170603,525,1,Deal
9300,20170529,DEL,CCU,20170603,1050,1,Flex
9301,20170502,BOM,MAA,20170603,1345,1,Saver
9302,20170509,GOI,BOM,20170603,1500,3,Deal
9303,20170421,BLR,DEL,20170603,1745,3,Deal
9304,20170510,BOM,DEL,20170603,300,1,Saver
9305,20170412,BLR,DEL,20170603,750,1,Deal
9306,20170510,BLR,BOM,20170603,700,1,Saver
9307,20170524,CCU,BOM,20170603,1145,1,Classic
9308,20170531,GOI,BOM,20170603,1835,1,Classic
9309,20170531,BLR,BOM,20170603,2035,2,Classic
9310,20170524,MAA,BOM,20170603,810,1,Saver
9311,20170601,DEL,BLR,20170603,1150,1,Flex
9312,20170601,BLR,BOM,20170603,545,1,Classic
9313,20170512,BLR,BOM,20170603,1615,1,Deal
9314,20170513,HYD,BOM,20170603,720,2,Deal
9315,20170531,BOM,DEL,20170603,1100,1,Saver
9316,20170426,MAA,BOM,20170603,1120,1,Saver
9317,20170427,CCU,BOM,20170603,925,1,Deal
9318,20170525,DEL,BLR,20170603,1625,6,Classic
9319,20170518,DEL,BOM,20170603,705,4,Saver
9320,20170602,BOM,MAA,20170603,2040,1,Classic
9321,20170512,BOM,BLR,20170603,1330,1,Deal
9322,20170602,HYD,BOM,20170603,2130,1,Classic
9323,20170602,CCU,BOM,20170603,1405,1,Flex
9324,20170501,CCU,BOM,20170603,545,3,Saver
9325,20170529,DEL,BOM,20170603,1500,1,Classic
9326,20170508,DEL,BOM,20170603,1615,1,Classic
9327,20170509,BOM,BLR,20170603,2130,1,Deal
9328,20170516,BOM,CCU,20170603,1255,4,Saver
9329,20170516,BLR,BOM,20170603,2150,3,Saver
9330,20170214,BOM,MAA,20170603,1525,1,Deal
9331,20170303,DEL,CCU,20170603,1050,3,Deal
9332,20170513,BOM,BLR,20170603,1330,1,Deal
9333,20170508,BOM,DEL,20170603,730,1,Deal
9334,20170529,BOM,DEL,20170603,2055,1,Saver
9335,20170503,MAA,BOM,20170603,1335,3,Deal
9336,20170516,BOM,DEL,20170603,300,1,Saver
9337,20170508,DEL,MAA,20170603,1355,5,Classic
9338,20170530,DEL,BOM,20170603,1240,1,Classic
9339,20170513,BOM,BLR,20170603,1550,1,Deal
9340,20170529,BOM,CCU,20170603,1255,1,Classic
9341,20170411,BLR,DEL,20170603,1105,3,Deal
9342,20170503,DEL,CCU,20170603,525,1,Saver
9343,20170530,CCU,BOM,20170603,1850,1,Classic
9344,20170503,MAA,BOM,20170603,1335,1,Deal
9345,20170131,DEL,BOM,20170603,1240,1,Deal
9346,20170514,BLR,DEL,20170603,1510,1,Saver
9347,20170522,DEL,BOM,20170603,1815,1,Saver
9348,20170530,BOM,BLR,20170603,2130,1,Saver
9349,20170325,BLR,BOM,20170603,2035,1,Deal
9350,20170411,BLR,DEL,20170603,1105,1,Deal
9351,20170524,BOM,DEL,20170603,1100,1,Saver
9352,20170531,CCU,BOM,20170603,925,1,Classic
9353,20170531,CCU,BOM,20170603,145,1,Classic
9354,20170413,DEL,MAA,20170603,1600,3,Saver
9355,20170601,GOI,BOM,20170603,1835,2,Classic
9356,20170525,BOM,MAA,20170603,835,1,Classic
9357,20170512,BOM,BLR,20170603,630,1,Saver
9358,20170512,HYD,BOM,20170603,2130,4,Deal
9359,20170526,BOM,DEL,20170603,955,1,Saver
9360,20170602,DEL,BOM,20170603,1615,1,Flex
9361,20170520,DEL,CCU,20170603,1050,3,Classic
9362,20170324,BOM,DEL,20170603,1100,5,Deal
9363,20170325,CCU,BOM,20170603,2120,3,Saver
9364,20170530,BLR,BOM,20170603,2035,1,Classic
9365,20170530,BOM,DEL,20170603,1100,1,Saver
9366,20170531,BOM,DEL,20170603,1700,2,Classic
9367,20170406,DEL,BLR,20170603,705,2,Saver
9368,20170427,HYD,BOM,20170603,915,3,Deal
9369,20170414,MAA,DEL,20170603,1930,1,Deal
9370,20170421,BOM,CCU,20170603,705,1,Deal
9371,20170602,BOM,DEL,20170603,1100,1,Classic
9372,20170602,DEL,BOM,20170603,2150,1,Flex
9373,20170506,GOI,BOM,20170603,1310,3,Saver
9374,20170409,BOM,MAA,20170603,2040,1,Deal
9375,20170405,CCU,BOM,20170603,1610,2,Saver
9376,20170508,GOI,BOM,20170603,430,4,Deal
9377,20170529,DEL,BOM,20170603,1135,1,Classic
9378,20170509,BOM,CCU,20170603,230,1,Deal
9379,20170312,DEL,CCU,20170603,1050,3,Saver
9380,20170601,BOM,BLR,20170603,630,1,Classic
9381,20170602,DEL,BLR,20170603,1830,1,Classic
9382,20170603,BOM,MAA,20170603,1805,1,Classic
9383,20170517,BLR,BOM,20170603,700,1,Saver
9384,20170421,BLR,DEL,20170603,1745,1,Deal
9385,20170518,CCU,BOM,20170603,545,1,Classic
9386,20170525,DEL,BOM,20170603,705,1,Classic
9387,20170601,DEL,BOM,20170603,1745,1,Classic
9388,20170519,BOM,CCU,20170603,1750,1,Saver
9389,20170519,BOM,CCU,20170603,610,2,Saver
9390,20170602,CCU,BOM,20170603,925,1,Classic
9391,20170531,BOM,BLR,20170603,1550,2,Classic
9392,20170601,BOM,DEL,20170603,605,1,Classic
9393,20170519,MAA,BOM,20170603,1310,2,Saver
9394,20170519,BOM,MAA,20170603,1055,1,Saver
9395,20170602,DEL,BLR,20170603,1625,1,Classic
9396,20170520,DEL,BOM,20170603,1815,1,Saver
9397,20170529,DEL,BLR,20170603,1830,4,Classic
9398,20170531,MAA,DEL,20170603,1340,1,Flex
9399,20170524,BLR,BOM,20170603,1615,1,Classic
9400,20170601,DEL,BOM,20170603,2050,1,Classic
9401,20170602,HYD,BOM,20170603,1940,1,Classic
9402,20170602,DEL,BOM,20170603,1745,1,Classic
9403,20170512,BLR,DEL,20170603,920,1,Deal
9404,20170213,DEL,BLR,20170603,1830,1,Deal
9405,20170529,MAA,BOM,20170603,700,1,Classic
9406,20170516,BOM,BLR,20170603,1550,2,Saver
9407,20170330,GOI,BOM,20170603,1310,3,Deal
9408,20170328,DEL,BLR,20170603,705,1,Saver
9409,20170511,BOM,DEL,20170603,605,1,Deal
9410,20170512,DEL,BOM,20170603,1400,2,Classic
9411,20170526,BOM,DEL,20170603,1300,1,Saver
9412,20170602,DEL,BOM,20170603,1745,1,Classic
9413,20170602,BOM,DEL,20170603,800,1,Classic
9414,20170602,DEL,BOM,20170603,1745,1,Classic
9415,20170526,DEL,BOM,20170603,2050,1,Classic
9416,20170526,DEL,BOM,20170603,1500,1,Classic
9417,20170602,DEL,BLR,20170603,1830,2,Classic
9418,20170513,GOI,BOM,20170603,1310,2,Classic
9419,20170527,DEL,CCU,20170603,1050,1,Classic
9420,20170531,BOM,BLR,20170603,1455,1,Classic
9421,20170518,DEL,BOM,20170603,705,1,Saver
9422,20170413,MAA,DEL,20170603,630,1,Deal
9423,20170602,HYD,BOM,20170603,1940,1,Classic
9424,20170602,BOM,MAA,20170603,1525,1,Classic
9425,20170602,GOI,BOM,20170603,705,2,Classic
9426,20170519,DEL,BOM,20170603,1400,1,Saver
9427,20170603,BOM,BLR,20170603,1800,1,Classic
9428,20170529,BOM,BLR,20170603,1455,1,Saver
9429,20170509,BOM,MAA,20170603,1525,2,Saver
9430,20170530,DEL,BOM,20170603,1030,1,Classic
9431,20170407,BOM,DEL,20170603,955,4,Deal
9432,20170316,DEL,BLR,20170603,1830,1,Saver
9433,20170314,MAA,BOM,20170603,545,4,Deal
9434,20170531,DEL,BOM,20170603,2150,1,Classic
9435,20170510,DEL,BOM,20170603,1135,2,Saver
9436,20170531,CCU,BOM,20170603,545,1,Classic
9437,20170601,MAA,BOM,20170603,700,1,Classic
9438,20170601,BLR,DEL,20170603,1745,1,Classic
9439,20170601,DEL,BOM,20170603,705,2,Flex
9440,20170603,DEL,BOM,20170603,2245,2,Flex
9441,20170427,DEL,BLR,20170603,1450,2,Saver
9442,20170529,BLR,DEL,20170603,1510,1,Classic
9443,20170509,BOM,MAA,20170603,1805,2,Saver
9444,20170530,MAA,BOM,20170603,700,1,Classic
9445,20170531,MAA,BOM,20170603,1920,1,Classic
9446,20170601,BOM,MAA,20170603,1055,2,Classic
9447,20170601,DEL,BOM,20170603,1745,1,Classic
9448,20170331,DEL,BOM,20170603,1500,1,Saver
9449,20170602,BOM,DEL,20170603,1630,1,Classic
9450,20170602,BLR,BOM,20170603,1120,1,Classic
9451,20170527,CCU,BOM,20170603,925,1,Saver
9452,20170510,GOI,BOM,20170603,1310,2,Saver
9453,20170531,DEL,BOM,20170603,800,1,Classic
9454,20170601,BLR,BOM,20170603,2150,1,Classic
9455,20170526,DEL,MAA,20170603,2055,1,Classic
9456,20170602,GOI,BOM,20170603,705,1,Saver
9457,20170603,DEL,BLR,20170603,1830,1,Classic
9458,20170519,DEL,BOM,20170603,1030,1,Saver
9459,20170602,MAA,BOM,20170603,1805,2,Classic
9460,20170603,DEL,BOM,20170603,2050,1,Flex
9461,20170430,BLR,DEL,20170603,1745,2,Deal
9462,20170424,BOM,DEL,20170603,800,1,Deal
9463,20170529,CCU,BOM,20170603,1145,1,Classic
9464,20170603,MAA,BOM,20170603,700,1,Saver
9465,20170531,BLR,BOM,20170603,1615,3,Saver
9466,20170430,CCU,BOM,20170603,145,3,Saver
9467,20170603,MAA,DEL,20170603,1340,2,Classic
9468,20170517,CCU,BOM,20170603,925,1,Classic
9469,20170531,HYD,BOM,20170603,1830,1,Classic
9470,20170518,BOM,CCU,20170603,1750,1,Saver
9471,20170519,MAA,BOM,20170603,1310,1,Saver
9472,20170602,BLR,BOM,20170603,700,1,Classic
9473,20170513,BOM,BLR,20170603,2130,1,Deal
9474,20170506,HYD,BOM,20170603,1940,1,Deal
9475,20170515,DEL,BOM,20170603,1500,1,Saver
9476,20170522,BLR,DEL,20170603,1510,1,Saver
9477,20170515,DEL,BOM,20170603,705,3,Saver
9478,20170529,DEL,BOM,20170603,1500,1,Classic
9479,20170425,BLR,DEL,20170603,700,3,Deal
9480,20170509,BOM,DEL,20170603,1630,1,Deal
9481,20170509,BOM,CCU,20170603,230,1,Deal
9482,20170320,MAA,DEL,20170603,630,1,Deal
9483,20170310,BOM,BLR,20170603,1800,1,Deal
9484,20170328,BOM,CCU,20170603,815,2,Deal
9485,20170510,BOM,CCU,20170603,705,1,Deal
9486,20170517,BOM,CCU,20170603,610,1,Deal
9487,20170517,BOM,MAA,20170603,1915,1,Saver
9488,20170531,CCU,BOM,20170603,1405,1,Classic
9489,20170531,BOM,DEL,20170603,1500,1,Classic
9490,20170511,DEL,BLR,20170603,1450,3,Saver
9491,20170511,DEL,CCU,20170603,730,1,Deal
9492,20170601,DEL,BOM,20170603,2050,1,Classic
9493,20170601,BOM,MAA,20170603,1345,1,Classic
9494,20170513,DEL,BOM,20170603,800,1,Saver
9495,20170603,BOM,DEL,20170603,1700,2,Classic
9496,20170530,DEL,MAA,20170603,850,1,Deal
9497,20170508,MAA,BOM,20170603,700,3,Saver
9498,20170425,BLR,DEL,20170603,1105,1,Deal
9499,20170530,BOM,DEL,20170603,605,1,Saver
9500,20170502,BLR,DEL,20170603,555,1,Deal
9501,20170514,BOM,CCU,20170603,1905,1,Deal
9502,20170510,MAA,BOM,20170603,810,1,Saver
9503,20170509,BLR,BOM,20170603,2150,1,Saver
9504,20170530,DEL,BLR,20170603,705,1,Classic
9505,20170424,BOM,DEL,20170603,800,5,Deal
9506,20170529,MAA,BOM,20170603,810,2,Classic
9507,20170530,BLR,DEL,20170603,750,1,Classic
9508,20170516,DEL,BOM,20170603,1915,2,Saver
9509,20170514,GOI,BOM,20170603,1835,2,Saver
9510,20170416,BOM,MAA,20170603,1525,2,Deal
9511,20170530,BOM,DEL,20170603,900,1,Saver
9512,20170328,HYD,BOM,20170603,1505,4,Deal
9513,20170214,DEL,BLR,20170603,1830,3,Deal
9514,20170522,BOM,BLR,20170603,1800,1,Saver
9515,20170502,BOM,MAA,20170603,705,1,Saver
9516,20170523,DEL,MAA,20170603,1355,1,Classic
9517,20170530,BOM,CCU,20170603,610,1,Classic
9518,20170530,BLR,BOM,20170603,1120,1,Saver
9519,20170127,BOM,CCU,20170603,1255,2,Deal
9520,20170324,MAA,BOM,20170603,545,2,Deal
9521,20170603,DEL,BOM,20170603,2150,1,Flex
9522,20170603,DEL,CCU,20170603,1750,1,Flex
9523,20170529,BOM,MAA,20170603,1915,1,Classic
9524,20170529,BOM,MAA,20170603,1915,1,Classic
9525,20170529,BLR,DEL,20170603,920,1,Classic
9526,20170508,CCU,BOM,20170603,545,1,Deal
9527,20170425,BLR,BOM,20170603,2035,1,Saver
9528,20170523,BOM,MAA,20170603,1915,1,Saver
9529,20170517,DEL,MAA,20170603,2055,1,Classic
9530,20170601,CCU,BOM,20170603,1405,1,Classic
9531,20170525,DEL,CCU,20170603,1750,1,Flex
9532,20170601,GOI,BOM,20170603,1835,1,Classic
9533,20170601,BOM,DEL,20170603,300,1,Classic
9534,20170525,BLR,BOM,20170603,2035,1,Saver
9535,20170504,MAA,BOM,20170603,1310,1,Saver
9536,20170526,BOM,CCU,20170603,230,1,Saver
9537,20170526,DEL,BLR,20170603,1625,2,Classic
9538,20170527,BLR,BOM,20170603,2035,1,Saver
9539,20170416,CCU,BOM,20170603,145,1,Saver
9540,20170214,DEL,MAA,20170603,2055,3,Deal
9541,20170411,DEL,MAA,20170603,1355,2,Deal
9542,20170411,DEL,MAA,20170603,1355,3,Deal
9543,20170330,GOI,BOM,20170603,1310,2,Deal
9544,20170207,BOM,DEL,20170603,1500,2,Deal
9545,20170220,BOM,CCU,20170603,1255,1,Deal
9546,20170313,GOI,BOM,20170603,1835,7,Deal
9547,20170322,DEL,BOM,20170603,1240,2,Saver
9548,20170328,DEL,BOM,20170603,1745,6,Deal
9549,20170412,GOI,BOM,20170603,1310,6,Saver
9550,20170510,BOM,DEL,20170603,1800,1,Deal
9551,20170601,DEL,BOM,20170603,1745,2,Classic
9552,20170601,BLR,DEL,20170603,1945,3,Classic
9553,20170601,CCU,BOM,20170603,2120,1,Classic
9554,20170526,CCU,BOM,20170603,145,1,Classic
9555,20170401,BOM,MAA,20170603,835,6,Deal
9556,20170603,HYD,BOM,20170603,720,1,Deal
9557,20170327,MAA,BOM,20170603,1805,2,Deal
9558,20170504,BOM,CCU,20170603,1905,1,Saver
9559,20170427,BOM,DEL,20170603,1500,1,Deal
9560,20170601,BOM,BLR,20170603,630,2,Classic
9561,20170520,MAA,BOM,20170603,1310,4,Saver
9562,20170429,CCU,BOM,20170603,145,5,Saver
9563,20170415,BOM,DEL,20170603,1915,1,Deal
9564,20170603,BOM,CCU,20170603,1905,1,Classic
9565,20170527,BOM,DEL,20170603,1630,1,Saver
9566,20170426,BLR,DEL,20170603,1105,2,Deal
9567,20170531,DEL,BOM,20170603,1500,2,Classic
9568,20170413,DEL,MAA,20170603,1355,2,Deal
9569,20170518,DEL,MAA,20170603,1355,1,Saver
9570,20170525,CCU,BOM,20170603,145,4,Saver
9571,20170504,GOI,BOM,20170603,1500,1,Saver
9572,20170519,DEL,BOM,20170603,1500,4,Saver
9573,20170602,BOM,DEL,20170603,1630,1,Classic
9574,20170603,BOM,DEL,20170603,1500,1,Classic
9575,20170512,BOM,DEL,20170603,830,2,Deal
9576,20170531,BOM,BLR,20170603,840,1,Saver
9577,20170601,BLR,DEL,20170603,700,1,Classic
9578,20170504,GOI,BOM,20170603,430,3,Deal
9579,20170526,BOM,BLR,20170603,1455,1,Saver
9580,20170602,DEL,BOM,20170603,1745,1,Classic
9581,20170602,DEL,BOM,20170603,2150,1,Classic
9582,20170527,GOI,BOM,20170603,1430,1,Deal
9583,20170521,DEL,MAA,20170603,1355,1,Classic
9584,20170525,BOM,MAA,20170603,835,1,Classic
9585,20170601,BOM,DEL,20170603,830,1,Classic
9586,20170526,CCU,BOM,20170603,1405,1,Classic
9587,20170519,HYD,BOM,20170603,1505,1,Saver
9588,20170602,BLR,BOM,20170603,1120,2,Classic
9589,20170603,MAA,BOM,20170603,1805,1,Classic
9590,20170603,CCU,BOM,20170603,2120,1,Classic
9591,20170527,CCU,BOM,20170603,1405,1,Classic
9592,20170210,BLR,DEL,20170603,1510,1,Deal
9593,20170509,GOI,BOM,20170603,430,1,Deal
9594,20170411,BLR,DEL,20170603,1105,1,Deal
9595,20170531,BOM,DEL,20170603,1800,1,Classic
9596,20170531,DEL,BLR,20170603,705,1,Classic
9597,20170531,GOI,BOM,20170603,1835,1,Classic
9598,20170427,BOM,DEL,20170603,1300,1,Saver
9599,20170512,GOI,BOM,20170603,705,4,Deal
9600,20170602,BLR,BOM,20170603,2035,3,Classic
9601,20170602,GOI,BOM,20170603,1430,1,Classic
9602,20170222,BLR,DEL,20170603,750,1,Deal
9603,20170327,GOI,BOM,20170603,1835,2,Deal
9604,20170329,MAA,DEL,20170603,1930,1,Deal
9605,20170120,BLR,DEL,20170603,750,1,Deal
9606,20170411,BLR,DEL,20170603,1105,1,Deal
9607,20170329,BOM,CCU,20170603,2035,2,Deal
9608,20170325,MAA,DEL,20170603,1340,1,Deal
9609,20170515,DEL,MAA,20170603,2055,3,Saver
9610,20170522,BOM,DEL,20170603,2055,1,Saver
9611,20170509,BOM,BLR,20170603,1550,3,Deal
9612,20170211,BOM,CCU,20170603,1905,2,Deal
9613,20170424,DEL,CCU,20170603,1750,2,Deal
9614,20170603,BOM,MAA,20170603,1525,1,Classic
9615,20170514,BOM,DEL,20170603,605,1,Deal
9616,20170602,BOM,DEL,20170603,1700,1,Saver
9617,20170523,BLR,DEL,20170603,1745,1,Saver
9618,20170530,DEL,BOM,20170603,1615,1,Classic
9619,20170530,MAA,DEL,20170603,1030,1,Deal
9620,20170426,BOM,MAA,20170603,1805,2,Saver
9621,20170517,MAA,BOM,20170603,2045,5,Classic
9622,20170524,BOM,BLR,20170603,630,1,Saver
9623,20170510,HYD,BOM,20170603,1505,3,Saver
9624,20170510,MAA,BOM,20170603,700,1,Saver
9625,20170511,BOM,BLR,20170603,1550,2,Deal
9626,20170525,BOM,CCU,20170603,705,1,Classic
9627,20170601,DEL,BOM,20170603,1745,1,Classic
9628,20170518,BLR,DEL,20170603,1745,1,Saver
9629,20170519,MAA,DEL,20170603,1930,3,Saver
9630,20170603,CCU,BOM,20170603,1610,1,Flex
9631,20170514,DEL,BOM,20170603,1030,1,Saver
9632,20170430,DEL,MAA,20170603,2055,2,Saver
9633,20170529,DEL,BLR,20170603,1830,1,Classic
9634,20170523,CCU,BOM,20170603,1405,2,Classic
9635,20170530,DEL,BOM,20170603,1500,5,Classic
9636,20170530,BOM,BLR,20170603,630,1,Saver
9637,20170530,BLR,BOM,20170603,700,1,Saver
9638,20170603,CCU,BOM,20170603,1850,1,Flex
9639,20170531,DEL,BLR,20170603,705,4,Classic
9640,20170511,DEL,CCU,20170603,1050,2,Classic
9641,20170511,DEL,BOM,20170603,2050,3,Saver
9642,20170601,BOM,MAA,20170603,1525,4,Classic
9643,20170601,CCU,BOM,20170603,1145,1,Flex
9644,20170601,BOM,BLR,20170603,840,1,Saver
9645,20170526,BOM,DEL,20170603,1915,2,Saver
9646,20170526,GOI,BOM,20170603,1430,3,Classic
9647,20170513,DEL,BOM,20170603,1615,4,Classic
9648,20170527,DEL,CCU,20170603,1750,1,Flex
9649,20170520,BOM,BLR,20170603,1550,1,Saver
9650,20170507,BLR,DEL,20170603,1945,1,Deal
9651,20170529,GOI,BOM,20170603,1500,1,Classic
9652,20170529,DEL,CCU,20170603,730,1,Classic
9653,20170509,BOM,CCU,20170603,230,1,Deal
9654,20170510,BOM,CCU,20170603,230,1,Deal
9655,20170524,BOM,CCU,20170603,2035,1,Saver
9656,20170517,BOM,CCU,20170603,705,1,Saver
9657,20170602,DEL,BOM,20170603,1030,1,Flex
9658,20170602,CCU,BOM,20170603,925,1,Classic
9659,20170602,CCU,BOM,20170603,545,3,Flex
9660,20170602,BOM,BLR,20170603,1550,1,Classic
9661,20170513,DEL,BOM,20170603,705,2,Saver
9662,20170603,BOM,DEL,20170603,1630,1,Classic
9663,20170419,CCU,BOM,20170603,1145,1,Deal
9664,20170426,DEL,MAA,20170603,1355,1,Saver
9665,20170601,BOM,BLR,20170603,1455,1,Classic
9666,20170601,DEL,BOM,20170603,1745,1,Classic
9667,20170519,DEL,MAA,20170603,1600,1,Classic
9668,20170526,DEL,BLR,20170603,2045,1,Saver
9669,20170513,BOM,MAA,20170603,835,1,Saver
9670,20170531,DEL,BOM,20170603,2050,1,Classic
9671,20170531,DEL,BOM,20170603,1030,1,Classic
9672,20170511,DEL,CCU,20170603,730,1,Deal
9673,20170413,BOM,DEL,20170603,1630,6,Deal
9674,20170518,MAA,BOM,20170603,1310,1,Saver
9675,20170601,DEL,BOM,20170603,1615,1,Classic
9676,20170602,BOM,CCU,20170603,610,1,Classic
9677,20170602,MAA,BOM,20170603,810,1,Classic
9678,20170528,DEL,BLR,20170603,1830,3,Classic
9679,20170528,BOM,CCU,20170603,1750,1,Classic
9680,20170515,DEL,BOM,20170603,705,1,Saver
9681,20170503,MAA,BOM,20170603,1335,1,Deal
9682,20170509,MAA,BOM,20170603,545,1,Saver
9683,20170516,DEL,CCU,20170603,1050,1,Classic
9684,20170531,HYD,BOM,20170603,1940,1,Classic
9685,20170531,DEL,BOM,20170603,1030,1,Classic
9686,20170531,DEL,BOM,20170603,800,2,Classic
9687,20170526,DEL,CCU,20170603,1750,7,Classic
9688,20170511,BOM,CCU,20170603,230,1,Deal
9689,20170601,BOM,MAA,20170603,1805,1,Classic
9690,20170602,BOM,CCU,20170603,610,1,Classic
9691,20170211,DEL,BLR,20170603,2045,3,Deal
9692,20170329,DEL,BOM,20170603,1135,4,Deal
9693,20170525,MAA,BOM,20170603,1920,1,Saver
9694,20170525,DEL,BOM,20170603,1240,1,Classic
9695,20170601,BOM,BLR,20170603,840,1,Classic
9696,20170601,DEL,BLR,20170603,1830,1,Classic
9697,20170512,HYD,BOM,20170603,720,1,Deal
9698,20170526,BOM,DEL,20170603,900,1,Saver
9699,20170526,DEL,BLR,20170603,2045,1,Saver
9700,20170603,HYD,BOM,20170603,2130,1,Flex
9701,20170601,DEL,MAA,20170603,850,3,Saver
9702,20170214,DEL,CCU,20170604,1050,1,Deal
9703,20170324,CCU,BOM,20170604,925,3,Saver
9704,20170529,BLR,DEL,20170604,1510,1,Classic
9705,20170529,BOM,CCU,20170604,2035,1,Classic
9706,20170509,GOI,BOM,20170604,1310,1,Saver
9707,20170530,MAA,DEL,20170604,1820,1,Classic
9708,20170510,CCU,BOM,20170604,2120,1,Saver
9709,20170531,DEL,BLR,20170604,1450,1,Flex
9710,20170531,BOM,MAA,20170604,1055,1,Classic
